ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear
G5455,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,164691,0,0,-5.15,21.05,0,0,,,,,,0,0,,0
G5456,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,45,-9999,67024,0,0,-5.15,30.75,0,0,,,,,,0,0,,0
G5457,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,13132,0,0,-5.15,38.25,0,0,,,,,,0,0,,0
G5458,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,1148460,0,0,-5.25,-60.55,0,0,,,,,,0,0,,0
G5459,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,146077,0,0,-5.25,-60.35,0,0,,,,,,0,0,,0
G5460,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,14051,0,0,-5.25,-59.75,0,0,,,,,,0,0,,0
G5461,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,45,-9999,53384,0,0,-5.25,30.75,0,0,,,,,,0,0,,0
G5462,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,26489,0,0,-5.35,-59.75,0,0,,,,,,0,0,,0
G5463,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,380253,0,0,-5.35,-48.85,0,0,,,,,,0,0,,0
G5464,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,37047,0,0,-5.45,-54.45,0,0,,,,,,0,0,,0
G5465,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,25034,0,0,-5.45,19.05,0,0,,,,,,0,0,,0
G5466,Ind,50500002,NA,NA,S BALIEM PIKHE,S.BALIEM,Mamberamo,ID,Indonesia,Asia,55,-9999,5658,-4.06666,138.888888,-4.15,138.95,0,1,,,,,8/24/2018,0,0,,0
G5467,Synthetic,0,NA,NA,Na,Na,Na,ID,Indonesia,Asia,55,-9999,13861,0,0,-5.45,138.95,0,0,,,,,,0,0,,0
G5468,CEMADEN ANA,34760000,NA,NA,Fazenda Carnaiba,Sambito,Parnaiba,BR,Brazil,South_America,26,16300,16393,-5.7139,-42.1,-5.75,-42.15,1,1,,,11/14/1999,12/31/2007,,0,0,,2017
G5469,SENAMHI,200202,NA,NA,El Tigre,Tumbes,Tumbes,PE,Peru,South_America,26,4768,4798,-3.72,-80.47,-3.85,-80.45,1,1,,,1/1/1965,6/30/2015,,0,0,,2017
G5470,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,325646,0,0,-5.65,-63.35,0,0,,,,,,0,0,,0
G5471,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,18797,0,0,-5.65,-63.25,0,0,,,,,,0,0,,0
G5472,CEMADEN ANA,34770000,NA,NA,Prata Do Piaui,Poti,Parnaiba,BR,Brazil,South_America,26,43400,44118,-5.6664,-42.2136,-5.65,-42.25,1,1,,,1/1/1973,12/31/2007,,0,0,,2017
G5473,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,447910,0,0,-5.75,26.85,0,0,,,,,,0,0,,0
G5474,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,63204,0,0,-5.85,-64.55,0,0,,,,,,0,0,,0
G5475,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,13433,0,0,-5.85,-57.25,0,0,,,,,,0,0,,0
G5476,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,20042,0,0,-5.85,16.45,0,0,,,,,,0,0,,0
G5477,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,265941,0,0,-5.85,27.05,0,0,,,,,,0,0,,0
G5478,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,20815,0,0,-5.95,-64.85,0,0,,,,,,0,0,,0
G5479,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,251062,0,0,-5.95,-64.45,0,0,,,,,,0,0,,0
G5480,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,101957,0,0,-5.95,16.55,0,0,,,,,,0,0,,0
G5481,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,13638,0,0,-6.05,23.65,0,0,,,,,,0,0,,0
G5482,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,1089660,0,0,-6.15,-61.85,0,0,,,,,,0,0,,0
G5483,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,27886,0,0,-6.15,-61.75,0,0,,,,,,0,0,,0
G5484,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,57159,0,0,-6.15,23.85,0,0,,,,,,0,0,,0
G5485,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,16146,0,0,-6.25,19.55,0,0,,,,,,0,0,,0
G5486,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,20829,0,0,-6.35,-55.65,0,0,,,,,,0,0,,0
G5487,CEMADEN ANA,34311000,NA,NA,Barao De Grajau,Parnaiba,Parnaiba,BR,Brazil,South_America,26,140000,149385,-6.7614,-43.0278,-6.75,-42.95,1,1,,,6/1/1983,12/31/2007,,0,0,,2017
G5488,CEMADEN ANA,34600000,NA,NA,Francisco Ayres,Caninde,Parnaiba,BR,Brazil,South_America,26,73700,73834,-6.6222,-42.6969,-6.45,-42.75,1,1,,,3/28/1983,12/31/2007,,0,0,,2017
G5489,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,13619,0,0,-6.35,19.65,0,0,,,,,,0,0,,0
G5490,CEMADEN ANA,17675000,NA,NA,Jardim Do Ouro,Jamanxim,Amazonas,BR,Brazil,South_America,25,37400,37407,-6.2575,-55.7725,-6.25,-55.75,1,1,,,8/15/1987,3/31/2009,,0,0,,2017
G5491,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,18429,0,0,-6.45,20.75,0,0,,,,,,0,0,,0
G5492,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,127555,0,0,-6.45,20.85,0,0,,,,,,0,0,,0
G5493,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,12899,0,0,-6.45,23.85,0,0,,,,,,0,0,,0
G5494,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,42303,0,0,-6.45,23.95,0,0,,,,,,0,0,,0
G5495,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,106850,0,0,-6.55,21.05,0,0,,,,,,0,0,,0
G5496,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,424446,0,0,-6.55,26.95,0,0,,,,,,0,0,,0
G5497,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,37396,0,0,-6.65,-42.75,0,0,,,,,,0,0,,0
G5498,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,35827,0,0,-6.65,-42.65,0,0,,,,,,0,0,,0
G5499,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,19972,0,0,-6.65,20.95,0,0,,,,,,0,0,,0
G5500,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,62698,0,0,-6.65,21.15,0,0,,,,,,0,0,,0
G5501,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,54823,0,0,-6.75,-69.75,0,0,,,,,,0,0,,0
G5502,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,42318,0,0,-6.75,21.05,0,0,,,,,,0,0,,0
G5503,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,88201,0,0,-6.85,-43.45,0,0,,reservoir id 494,,,,0,0,,0
G5504,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,163169,0,0,-6.85,26.95,0,0,,,,,,0,0,,0
G5505,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,259934,0,0,-6.85,27.05,0,0,,,,,,0,0,,0
G5506,CEMADEN ANA,34270000,NA,NA,Barra Do Lance,Gurgueia,Parnaiba,BR,Brazil,South_America,26,47000,46814,-7.2475,-43.6433,-7.25,-43.65,1,1,,,1/1/1973,12/31/2007,,0,0,,2017
G5507,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,20913,0,0,-7.05,21.15,0,0,,,,,,0,0,,0
G5508,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,20794,0,0,-7.05,21.25,0,0,,,,,,0,0,,0
G5509,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,13492,0,0,-7.05,21.75,0,0,,,,,,0,0,,0
G5510,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,27477,0,0,-7.05,35.75,0,0,,,,,,0,0,,0
G5511,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,44323,0,0,-7.15,21.65,0,0,,,,,,0,0,,0
G5512,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,37796,0,0,-7.15,35.75,0,0,,,,,,0,0,,0
G5513,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,181841,0,0,-7.25,-64.95,0,0,,,,,,0,0,,0
G5514,CEMADEN ANA,34170000,NA,NA,Sao Felix De Balsas,Das Balsas,Parnaiba,BR,Brazil,South_America,26,24700,24468,-7.0819,-44.8139,-7.05,-44.85,1,1,,,7/17/1963,12/31/2007,,0,0,,2017
G5515,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,47359,0,0,-7.05,-76.65,0,0,,,,,,0,0,,0
G5516,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,23226,0,0,-8.25,-76.55,0,0,,,,,,0,0,,0
G5517,CEMADEN ANA,34070000,NA,NA,Sitio Do Velho,Parnaiba,Parnaiba,BR,Brazil,South_America,26,35300,35511,-7.3808,-44.8267,-7.35,-44.75,1,1,,,7/2/1968,12/31/2007,,0,0,,2017
G5518,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,51778,0,0,-7.35,-44.65,0,0,,,,,,0,0,,0
G5519,CEMADEN ANA,34090000,NA,NA,Fazenda Bandeira,Urucui Preto,Parnaiba,BR,Brazil,South_America,26,15600,15780,-7.3908,-44.6142,-7.45,-44.65,1,1,,,11/24/1965,12/31/2007,,0,0,,2017
G5520,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,13888,0,0,-7.45,17.05,0,0,,,,,,0,0,,0
G5521,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,76833,0,0,-7.45,17.15,0,0,,,,,,0,0,,0
G5522,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,13621,0,0,-7.55,-49.45,0,0,,,,,,0,0,,0
G5523,CEMADEN ANA,23250000,NA,NA,Goiatins,Manuel Alves Grande,Tocantins,BR,Brazil,South_America,25,10100,9964,-7.7078,-47.3117,-7.75,-47.35,1,1,,,11/20/1971,1/31/2013,,0,0,,2017
G5524,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,21713,0,0,-7.55,31.75,0,0,,,,,,0,0,,0
G5525,Synthetic,0,NA,NA,Na,Na,Na,PG,Papua New Guinea,Asia,55,-9999,19452,0,0,-7.55,141.25,0,0,,,,,,0,0,,0
G5526,Synthetic,0,NA,NA,Na,Na,Na,PG,Papua New Guinea,Asia,55,-9999,34871,0,0,-7.55,141.45,0,0,,,,,,0,0,,0
G5527,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,328763,0,0,-7.65,-49.35,0,0,,,,,,0,0,,0
G5528,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,17569,0,0,-7.65,31.75,0,0,,,,,,0,0,,0
G5529,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,25077,0,0,-7.75,-67.15,0,0,,,,,,0,0,,0
G5530,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,13474,0,0,-7.75,17.15,0,0,,,,,,0,0,,0
G5531,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,61288,0,0,-7.75,17.35,0,0,,,,,,0,0,,0
G5532,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,86482,0,0,-7.85,37.75,0,0,,,,,,0,0,,0
G5533,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,71193,0,0,-7.95,37.75,0,0,,,,,,0,0,,0
G5534,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,1007450,0,0,-8.15,-62.95,0,0,,,,,,0,0,,0
G5535,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,63289,0,0,-8.15,-62.85,0,0,,,,,,0,0,,0
G5536,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,20054,0,0,-8.15,26.65,0,0,,,,,,0,0,,0
G5537,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,71839,0,0,-8.25,26.35,0,0,,,,,,0,0,,0
G5538,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,124259,0,0,-8.25,26.55,0,0,,,,,,0,0,,0
G5539,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,52056,0,0,-8.35,26.45,0,0,,,,,,0,0,,0
G5540,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,14762,0,0,-8.45,17.45,0,0,,,,,,0,0,,0
G5541,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,45,-9999,39959,0,0,-8.45,17.65,0,0,,,,,,0,0,,0
G5542,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,12994,0,0,-8.55,-67.55,0,0,,,,,,0,0,,0
G5543,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,976619,0,0,-8.55,-63.55,0,0,,,,,,0,0,,0
G5544,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,13751,0,0,-8.55,-39.65,0,0,,,,,,0,0,,0
G5545,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,40008,0,0,-8.55,37.25,0,0,,,,,,0,0,,0
G5546,CEMADEN ANA,48290000,NA,NA,Santa Maria Da Boa Vista,Sao Francisco,Sao Francisco,BR,Brazil,South_America,26,535000,526728,-8.8097,-39.8239,-8.85,-39.75,1,1,,,1/1/1959,4/30/2015,,0,0,,2017
G5547,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,25356,0,0,-8.65,37.35,0,0,,,,,,0,0,,0
G5548,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,22059,0,0,-9.45,-74.95,0,0,,,,,,0,0,,0
G5549,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,68319,0,0,-8.75,-67.55,0,0,,,,,,0,0,,0
G5550,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,35546,0,0,-8.85,-67.35,0,0,,,,,,0,0,,0
G5551,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,189967,0,0,-9.05,-48.25,0,0,,,,,,0,0,,0
G5552,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,947511,0,0,-9.15,-64.45,0,0,,,,,,0,0,,0
G5553,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,13208,0,0,-9.15,-56.95,0,0,,,,,,0,0,,0
G5554,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,27380,0,0,-9.15,25.65,0,0,,,,,,0,0,,0
G5555,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,13028,0,0,-9.25,-64.35,0,0,,,,,,0,0,,0
G5556,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,16514,0,0,-9.25,-57.15,0,0,,,,,,0,0,,0
G5557,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,89466,0,0,-9.25,-57.05,0,0,,,,,,0,0,,0
G5558,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,32827,0,0,-9.25,25.55,0,0,,,,,,0,0,,0
G5559,CEMADEN ANA,48020000,NA,NA,Juazeiro,Sao Francisco,Sao Francisco,BR,Brazil,South_America,26,516000,507607,-9.4064,-40.5036,-9.45,-40.55,1,1,,,9/1/1928,9/30/2012,,0,636,,2017
G5560,CEMADEN ANA,47900000,NA,NA,Abreus,Vereda Da Tabua _ Salitre,Sao Francisco,BR,Brazil,South_America,26,12500,12508,-10.0103,-40.6953,-9.95,-40.65,1,1,,,8/17/1984,1/31/2015,,0,0,,2017
G5561,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,22902,0,0,-9.55,14.25,0,0,,,,,,0,0,,0
G5562,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,156782,0,0,-9.65,-52.35,0,0,,,,,,0,0,,0
G5563,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,119033,0,0,-9.65,14.35,0,0,,,,,,0,0,,0
G5564,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,31888,0,0,-9.65,27.15,0,0,,,,,,0,0,,0
G5565,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,14196,0,0,-9.75,-52.25,0,0,,,,,,0,0,,0
G5566,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,223159,0,0,-9.85,-50.25,0,0,,,,,,0,0,,0
G5567,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,52188,0,0,-9.85,-50.15,0,0,,,,,,0,0,,0
G5568,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,12264,0,0,-9.95,-47.85,0,0,,,,,,0,0,,0
G5569,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,13156,0,0,-10.15,-42.55,0,0,,,,,,0,0,,0
G5570,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,26,-9999,15110,0,0,-10.15,-42.15,0,0,,,,,,0,0,,0
G5571,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,26295,0,0,-10.35,16.55,0,0,,,,,,0,0,,0
G5572,CEMADEN ANA,17123000,NA,NA,Arinos,Arinos,Amazonas,BR,Brazil,South_America,25,57100,56459,-10.6392,-58.0042,-10.65,-57.95,1,1,,,9/26/2000,2/28/2013,,0,0,,2017
G5573,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,61257,0,0,-10.45,16.45,0,0,,,,,,0,0,,0
G5574,CEMADEN ANA,15295500,NA,NA,Cachuela Esperanza,Beni,Amazonas,BO,Bolivia,South_America,25,281000,278045,-10.625,-65.625,-10.55,-65.55,1,1,,,3/1/2000,4/10/2014,,0,0,,2017
G5575,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,92502,0,0,-10.55,-58.45,0,0,,,,,,0,0,,0
G5576,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,46292,0,0,-10.55,16.65,0,0,,,,,,0,0,,0
G5577,CEMADEN ANA,1065008,NA,NA,Jusante Rio Beni,Madeira,Amazonas,BR,Brazil,South_America,25,834000,902070,-10.375,-65.375,-10.45,-65.45,1,1,,,4/9/2010,3/31/2015,,0,0,,0
G5578,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,20880,0,0,-10.65,-50.65,0,0,,,,,,0,0,,0
G5579,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,13522,0,0,-10.65,16.55,0,0,,,,,,0,0,,0
G5580,SENAMHI,230403,NA,NA,Laguna Paton,Urubamba,Amazonas,PE,Peru,South_America,25,9160,9101,-13.174083,-72.563417,-13.25,-72.45,1,1,,,1/1/1958,6/30/2015,,0,0,,2017
G5581,CEMADEN ANA,17122000,NA,NA,Rio Dos Peixes,Dos Peixes,Amazonas,BR,Brazil,South_America,25,14400,14626,-10.8231,-57.7272,-10.85,-57.75,1,1,,,3/29/2000,2/28/2013,,0,0,,2017
G5582,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,194203,0,0,-10.75,-50.55,0,0,,,,,,0,0,,0
G5583,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,21281,0,0,-10.75,-49.85,0,0,,,,,,0,0,,0
G5584,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,130005,0,0,-10.85,-73.75,0,0,,,,,,0,0,,0
G5585,Synthetic,0,NA,NA,Na,Na,Na,BO,Bolivia,South_America,25,-9999,33182,0,0,-10.85,-66.15,0,0,,,,,,0,0,,0
G5586,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,41472,0,0,-10.85,-57.95,0,0,,,,,,0,0,,0
G5587,CEMADEN ANA,15289800,NA,NA,Miraflores,Madre de Dios,Amazonas,BO,Bolivia,South_America,25,125000,122974,-11.125,-66.625,-11.15,-66.65,1,1,,,3/1/2000,2/26/2005,,0,0,,0
G5588,CEMADEN ANA,1166000,DFO,100124,Riberalta,Beni,Amazonas,BO,Bolivia,South_America,25,244000,241500,-11.125,-66.125,-10.95,-66.05,1,1,,,3/1/2000,1/10/2010,,0,0,,2017
G5589,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,16078,0,0,-11.05,-65.15,0,0,,,,,,0,0,,0
G5590,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,58069,0,0,-11.05,-58.35,0,0,,,,,,0,0,,0
G5591,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,29028,0,0,-11.05,-58.25,0,0,,,,,,0,0,,0
G5592,CEMADEN ANA,18422000,NA,NA,Riacho De Deus,Manissaua   Micu,Amazonas,BR,Brazil,South_America,25,11600,11598,-11.1272,-54.4767,-11.15,-54.45,1,1,,,10/29/2004,9/30/2009,,0,0,,0
G5593,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,102997,0,0,-11.05,-53.25,0,0,,,,,,0,0,,0
G5594,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,18115,0,0,-11.15,-74.35,0,0,,,,,,0,0,,0
G5595,Synthetic,0,NA,NA,Na,Na,Na,BO,Bolivia,South_America,25,-9999,14986,0,0,-11.15,-67.65,0,0,,,,,,0,0,,0
G5596,Synthetic,0,NA,NA,Na,Na,Na,BO,Bolivia,South_America,25,-9999,13993,0,0,-11.15,-67.55,0,0,,,,,,0,0,,0
G5597,CEMADEN ANA,46675000,NA,NA,Fazenda Macambira,Grande,Sao Francisco,BR,Brazil,South_America,26,39600,39722,-11.6106,-44.1567,-11.55,-44.05,1,1,,,12/1/1963,1/31/2015,,0,0,,2017
G5598,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,126407,0,0,-11.15,-74.15,0,0,,,,,,0,0,,0
G5599,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,78058,0,0,-11.35,-53.35,0,0,,,,,,0,0,,0
G5600,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,23859,0,0,-11.35,-53.15,0,0,,,,,,0,0,,0
G5601,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,147086,0,0,-11.35,-48.55,0,0,,,,,,0,0,,0
G5602,Synthetic,0,NA,NA,Na,Na,Na,TZ,Tanzania,Africa,46,-9999,75083,0,0,-11.35,38.35,0,0,,,,,,0,0,,0
G5603,Synthetic,0,NA,NA,Na,Na,Na,MZ,Mozambique,Africa,46,-9999,59600,0,0,-11.55,38.45,0,0,,,,,,0,0,,0
G5604,Synthetic,0,NA,NA,Na,Na,Na,ZM,Zambia,Africa,45,-9999,127929,0,0,-11.65,28.45,0,0,,,,,,0,0,,0
G5605,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,13311,0,0,-11.75,-55.85,0,0,,,,,,0,0,,0
G5606,CEMADEN ANA,17300000,NA,NA,Fazenda Tratex,Teles Pires _ Sao Manuel,Amazonas,BR,Brazil,South_America,25,40700,40036,-10.9558,-55.5508,-10.95,-55.65,1,1,,,9/1/1990,2/24/2010,,0,0,,2017
G5607,Synthetic,0,NA,NA,Na,Na,Na,ZM,Zambia,Africa,45,-9999,16341,0,0,-11.45,29.85,0,0,,Lake Bangweulu,,,,0,0,,0
G5608,Synthetic,0,NA,NA,Na,Na,Na,ZM,Zambia,Africa,45,-9999,18016,0,0,-11.85,29.75,0,0,,lake Kampolombo,,,,0,0,,0
G5609,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,29211,0,0,-11.95,-58.55,0,0,,,,,,0,0,,0
G5610,CEMADEN ANA,18415000,NA,NA,Pousada Matrinxa,Culuene,Amazonas,BR,Brazil,South_America,25,11600,11905,-13.5692,-53.0761,-13.45,-53.05,1,1,,,8/11/2000,11/30/2008,,0,0,,2017
G5611,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,22154,0,0,-12.05,-58.45,0,0,,,,,,0,0,,0
G5612,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,24233,0,0,-12.05,-53.65,0,0,,,,,,0,0,,0
G5613,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,11983,0,0,-12.15,-53.85,0,0,,,,,,0,0,,0
G5614,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,17355,0,0,-12.15,22.55,0,0,,,,,,0,0,,0
G5615,Synthetic,0,NA,NA,Na,Na,Na,AO,Angola,Africa,46,-9999,20945,0,0,-12.15,22.65,0,0,,,,,,0,0,,0
G5616,Synthetic,0,NA,NA,Na,Na,Na,BR,Brazil,South_America,25,-9999,12772,0,0,-12.25,-50.75,0,0,,,,,,0,0,,0
G5617,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,27558,0,0,-12.35,-74.65,0,0,,,,,,0,0,,0
G5618,Synthetic,0,NA,NA,Na,Na,Na,PE,Peru,South_America,25,-9999,63171,0,0,-12.55,-73.85,0,0,,,,,,0,0,,0
