ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear
G0001,GRDC,2903430,NA,NA,Stolb,Lena,Lena,RU,Russian Federation,Asia,512,2460000,2443690,72.37,126.8,72.25,126.75,1,1,,,1/1/1951,12/31/2002,,0,0,,2017
G0002,GRDC,2999910,NA,NA,7 5Km D S Of Mouth Of River Pur,Olenek,Olenek,RU,Russian Federation,Asia,512,198000,218622,72.12,123.22,72.15,123.35,1,1,,,1/1/1953,12/31/2011,,0,0,,2017
G0003,GRDC,2999150,NA,NA,Saskylakh,Anabar,Anabar,RU,Russian Federation,Asia,512,78800,86783,71.98,114.057,71.95,114.05,1,1,,,6/1/1954,11/22/2011,,0,0,,2017
G0004,GRDC,2999850,NA,NA,Khatanga,Khatanga,Khatanga,RU,Russian Federation,Asia,512,275000,285113,71.98,102.45,71.95,102.15,1,1,,,6/7/1971,9/30/1991,,0,0,,0
G0005,GRDC,2998110,NA,NA,Ubileynaya,Yana,Yana,RU,Russian Federation,Asia,512,224000,239824,70.75,136.08,70.75,136.05,1,1,,,1/1/1972,12/31/2007,,0,0,,2017
G0006,GRDC,2903420,NA,NA,Kyusyur Kusur,Lena,Lena,RU,Russian Federation,Asia,512,2430000,2422810,70.7,127.65,70.85,127.55,1,1,,,1/1/1935,12/31/2011,,0,0,,2017
G0007,GRDC,6730501,NA,NA,Polmak Nye,Tana,Tana,NO,Norway,Europe,31,14161,14107,70.0703,28.0162,69.45,25.75,1,1,,,1/1/1914,12/31/2007,,0,0,,2017
G0008,GRDC,6730500,NA,NA,Polmak,Tana,Tana,NO,Norway,Europe,31,14165,24980,70.07,28.05,70.05,27.95,1,0,,[NV] Duplicate,1/1/1914,11/15/2000,,0,0,,0
G0009,GRDC,6830510,NA,NA,Utsjoki,Tana,Tana,FI,Finland,Europe,31,1520,13681,69.92,27.02,69.45,25.15,1,1,,River Updated 201506,1/1/1959,12/31/2013,,0,0,,2017
G0010,GRDC,6830511,NA,NA,Onnelansuvanto,Tana,Tana,FI,Finland,Europe,31,10864,10852,69.92,27.02,69.45,24.95,1,1,,,1/1/1959,12/31/2013,,0,0,,2017
G0011,GRDC,2998400,NA,NA,Vorontsovo,Indigirka,Indigirka,RU,Russian Federation,Asia,512,305000,306379,69.58,147.35,68.55,147.05,1,1,,,1/1/1950,10/2/1996,,0,0,,0
G0012,GRDC,2998150,NA,NA,Namu,Omoloy,Omoloy,RU,Russian Federation,Asia,512,10800,10674,69.51,132.07,69.45,132.25,1,1,,,5/12/1979,12/31/1993,,0,0,,0
G0013,GRDC,4101501,NA,NA,Umiat Ak,Colville,Colville,US,United States,North_America,11,35820,35874,69.36,-152.12,69.15,-153.15,1,1,,,8/21/2002,3/6/2017,,0,0,2/1/2018,2017
G0014,GRDC,2998450,NA,NA,Andrushkino,Alazeya,Alazeya,RU,Russian Federation,Asia,512,29000,28085,69.17,154.5,69.25,154.75,1,1,,,1/1/1978,12/31/1993,,0,0,,0
G0015,GRDC,6830100,NA,NA,Lake Inari Outlet,Paatsjoki,Na,FI,Finland,Europe,31,14575,2810,68.9,27.15,69.05,27.15,1,1,,,1/1/1949,12/31/2013,,0,0,,2017
G0016,GRDC,2998510,NA,NA,Kolymskaya,Kolyma,Kolyma,RU,Russian Federation,Asia,512,526000,570460,68.73,158.72,68.75,158.75,1,1,,,1/1/1978,12/31/2008,,0,0,,2017
G0017,GRDC,4209150,NA,NA,Below Carnwath River,Anderson,Anderson,CA,Canada,North_America,11,56300,63636,68.6322,-128.4133,68.45,-128.85,1,1,,,9/28/1969,7/20/2013,,0,0,,2017
G0018,GRDC,2999920,NA,NA,Sukhana,Olenek,Olenek,RU,Russian Federation,Asia,512,127000,127062,68.62,118.33,67.75,116.35,1,1,,,1/1/1940,12/31/1994,,0,0,,0
G0019,GRDC,6971130,NA,NA,Verkhnetulomskiy Ges,Tuloma,Tuloma,RU,Russian Federation,Europe,31,17500,18192,68.6069,31.7975,68.55,31.75,1,1,,,1/1/1935,12/31/2011,,453,0,,2017
G0020,GRDC,2998451,NA,NA,Argahtah,Alazeya,Alazeya,RU,Russian Federation,Asia,512,17700,16293,68.5,153.42,68.45,153.35,1,1,,,5/28/1962,12/31/2003,,0,0,,2017
G0021,GRDC,4209155,NA,NA,Below Andrew River,Carnwath,Anderson,CA,Canada,North_America,11,21500,20588,68.3936,-128.9497,68.35,-129.05,1,1,,,6/22/1982,12/31/1994,,0,0,,0
G0022,GRDC,4208020,NA,NA,Inuvik East Channel,Mackenzie,Mackenzie,CA,Canada,North_America,11,-9999,1843,68.3744,-133.7647,68.15,-133.75,1,1,,[ZZ] ldd issue: the station is in wrong location_ should be on the East channel of the Mackenzie river but this channel is not in ldd_ right now it is on the wrong drain(too small) to deal with this we move it to the main channel but probably we will ove,5/16/1972,12/31/2015,,0,0,2/1/2018,0
G0023,GRDC,2998720,NA,NA,Konstantinovo,Bol. Anyuy,Kolyma,RU,Russian Federation,Asia,512,49600,52084,68.15,161.17,68.15,161.15,1,1,,,1/1/1978,12/31/2011,,0,0,,2017
G0024,GRDC,2998702,NA,NA,Ostrovnoje,Anyuy,Kolyma,RU,Russian Federation,Asia,512,30000,32418,68.1,164.17,68.15,164.15,1,1,,,5/31/1960,12/31/1997,,0,0,,0
G0025,GRDC,4209402,NA,NA,Above Bloody Falls,Coppermine,Coppermine,CA,Canada,North_America,11,50700,45051,67.74,-115.37,67.75,-115.15,1,0,,same as G0037,7/19/1983,12/31/1986,,0,0,,0
G0026,GRDC,4209600,NA,NA,Near The Mouth,Ellice,Na,CA,Canada,North_America,11,16900,16824,67.7083,-104.1403,67.55,-105.55,1,1,,,6/6/1971,9/25/2015,,0,0,2/1/2018,2017
G0027,GRDC,4203060,NA,NA,Near The Mouth,Old Crow,Yukon,CA,Canada,North_America,11,13900,8603,67.6344,-139.6964,67.65,-139.75,1,1,,,6/6/1976,12/31/2015,,0,0,2/1/2018,2017
G0028,GRDC,6970700,NA,NA,Oksino,Pechora,Pechora,RU,Russian Federation,Europe,31,312000,325932,67.6,52.2,67.55,52.25,1,1,,,5/27/1980,12/31/2010,,0,0,,2017
G0029,GRDC,4203050,NA,NA,Old Crow,Porcupine,Yukon,CA,Canada,North_America,11,55400,57982,67.5639,-139.8833,67.55,-139.85,1,1,,,6/1/1961,12/31/1995,,0,0,,0
G0030,GRDC,4209850,NA,NA,Above Chantrey Inlet,Hayes,Hayes,CA,Canada,North_America,11,18100,18751,67.525,-94.0583,67.35,-93.65,1,1,,,7/11/1971,12/31/1992,,0,0,,0
G0031,GRDC,2909150,NA,NA,Igarka,Yenisey,Yenisei,RU,Russian Federation,Asia,511,2440000,2651150,67.48,86.5,67.45,86.45,1,1,,,1/1/1955,12/31/2011,,0,0,,2017
G0032,GRDC,4208025,NA,NA,Arctic Red River,Mackenzie,Mackenzie,CA,Canada,North_America,11,1660000,1726490,67.4583,-133.7447,67.45,-133.65,1,1,,,3/21/1972,12/31/2015,,0,0,2/1/2018,2017
G0033,GRDC,4203051,NA,NA,Below Bell River,Porcupine,Yukon,CA,Canada,North_America,11,36000,37346,67.4403,-137.7836,67.35,-137.85,1,1,,,1/18/1964,12/31/1995,,0,0,,0
G0034,GRDC,4103710,NA,NA,Near International Boundary Yt,Porcupine,Yukon,US,United States,North_America,11,59829,62559,67.4239,-140.8938,67.45,-140.85,1,1,,,10/1/1987,9/30/2009,,0,0,,2017
G0035,GRDC,2998500,NA,NA,Sredne Kolymsk,Kolyma,Kolyma,RU,Russian Federation,Asia,512,361000,392174,67.37,153.67,67.25,153.65,1,1,,,6/3/1927,12/31/2002,,0,0,,2017
G0036,GRDC,4208040,NA,NA,Above Fort Mcpherson,Peel,Mackenzie,CA,Canada,North_America,11,70600,69434,67.2489,-134.8831,66.85,-134.85,1,1,,,9/30/1969,12/31/2015,,0,0,2/1/2018,2017
G0037,GRDC,4209401,NA,NA,Above Copper Creek,Coppermine,Coppermine,CA,Canada,North_America,11,46800,45051,67.2289,-115.8869,67.75,-115.15,1,1,,same as G0025,1/1/1987,10/14/2015,,0,0,2/1/2018,2017
G0038,GRDC,6233901,NA,NA,Kallio 2,Muonioaelven Muonionjoki,Muonio,SE,Sweden,Europe,31,14477,14228,67.22,23.54,67.25,23.55,1,1,,,1/1/1914,10/23/2013,,0,0,,2017
G0039,GRDC,6971451,NA,NA,Kanevka,Ponoy,Ponoy,RU,Russian Federation,Europe,31,10200,4122,67.1333,39.6667,67.15,39.65,1,1,,,1/1/1954,12/31/2004,,0,0,,2017
G0040,GRDC,2999500,NA,NA,Samburg,Pur,Pur,RU,Russian Federation,Asia,511,95100,94633,67,78.22,66.55,78.05,1,1,,,1/1/1939,12/31/1991,,0,0,,0
G0041,GRDC,4101900,NA,NA,Near Kiana Alas,Kobuk,Kobuk,US,United States,North_America,11,24657,25181,66.973,-160.1336,67.05,-159.75,1,1,,,9/1/1976,3/30/2017,,0,0,2/1/2018,2017
G0042,GRDC,4208065,NA,NA,Near The Mouth,Arctic Red,Mackenzie,CA,Canada,North_America,11,18600,18214,66.79,-133.0817,66.65,-133.15,1,1,,,8/30/1968,12/31/2015,,0,0,2/1/2018,2017
G0043,GRDC,6854710,NA,NA,Marraskoski Iisinki,Ounasjoki _ Kellosuvanto,Kemijoki,FI,Finland,Europe,31,12303,3533,66.78,25.42,66.65,25.55,1,1,,,1/1/1971,12/31/2013,,0,0,,2017
G0044,GRDC,6972860,NA,NA,Knyazhegubskoye Ges,Kovda,Kovda,RU,Russian Federation,Europe,31,25900,11412,66.77,32.34,66.75,32.35,1,1,,,1/1/1957,12/31/2006,,0,577,,2017
G0045,GRDC,4209550,NA,NA,Near The Mouth,Burnside,Na,CA,Canada,North_America,11,16800,12258,66.7333,-108.8022,66.85,-108.15,1,1,,,8/26/1976,12/31/2016,,0,0,2/1/2018,2017
G0046,GRDC,2999250,NA,NA,Sidorovsk,Taz,Taz,RU,Russian Federation,Asia,511,100000,134688,66.6,82.28,66.65,82.25,1,1,,,1/1/1962,12/31/1996,,0,0,,0
G0047,GRDC,2912600,NA,NA,Salekhard,Ob,Ob,RU,Russian Federation,Asia,511,2949998,2541170,66.57,66.53,66.55,66.45,1,1,,,1/1/1954,12/31/2010,,0,0,,2017
G0048,GRDC,6854701,NA,NA,Seitakorva,Kemijoki,Kemijoki,FI,Finland,Europe,31,27424,32158,66.47,27.35,66.45,27.35,1,1,,,5/15/1963,12/31/2013,,0,148,,2017
G0049,GRDC,6233850,NA,NA,Raektfors,Kalixaelven,Kalixaelven,SE,Sweden,Europe,31,23103,10996,66.17,22.82,66.15,22.85,1,1,,,1/1/1937,10/23/2013,,0,0,,2017
G0050,GRDC,4209805,NA,NA,Above Hermann River,Back,Back,CA,Canada,North_America,11,93900,94891,66.0861,-96.5111,65.65,-102.25,1,1,,,1/1/1965,12/30/2015,,0,0,2/1/2018,2017
G0051,GRDC,4209800,NA,NA,Below Deep Rose Lake,Back,Back,CA,Canada,North_America,11,98200,98520,66.08,-96.5,65.75,-102.05,1,1,,,1/1/1965,12/31/1996,,0,0,,0
G0052,GRDC,6233910,NA,NA,Kukkolankoski Oevre,Torneaelven Tornionjoki,Muonio,SE,Sweden,Europe,31,33930,60223,65.98,24.06,65.95,24.05,1,1,,,1/1/1914,6/30/2013,,0,0,,2017
G0053,GRDC,4208041,NA,NA,Above Canyon Creek,Peel,Mackenzie,CA,Canada,North_America,11,25700,26542,65.8944,-136.0361,65.85,-136.25,1,1,,,2/10/1962,12/31/2015,,0,0,2/1/2018,2017
G0054,GRDC,4103550,NA,NA,Near Stevens Village Ak,Yukon,Yukon,US,United States,North_America,11,508417,530194,65.8751,-149.7203,65.85,-149.75,1,1,,,10/1/1976,4/5/2017,,0,0,2/1/2018,2017
G0055,GRDC,6970560,NA,NA,Igumnovo  Igumkovo,Peza,Mezen,RU,Russian Federation,Europe,31,12000,11979,65.8167,45.0333,65.75,46.05,1,0,,same place as G1567,1/1/1978,10/15/1993,,0,0,,0
G0056,GRDC,6233750,NA,NA,Bodens Krv Vattenverk Trangfors,Luleaelven,Lule,SE,Sweden,Europe,31,24924,27235,65.81,21.67,65.85,21.65,1,1,,,1/1/1914,12/31/2012,,0,0,,2017
G0057,GRDC,6854700,NA,NA,Isohaara Near The Mouth,Kemijoki,Kemijoki,FI,Finland,Europe,31,50683,46933,65.78,24.55,65.75,24.45,1,1,,,1/1/1949,12/31/2013,,0,0,,2017
G0058,GRDC,2909705,NA,NA,Bol Porog,Nizhnaya Tunguska,Yenisei,RU,Russian Federation,Asia,511,447000,464991,65.63,90.02,63.85,97.85,1,1,,,1/1/1940,12/31/1990,,0,0,,0
G0059,GRDC,2999200,NA,NA,Nadym,Nadym,Nadym,RU,Russian Federation,Asia,511,48000,49934,65.62,72.67,65.45,72.75,1,0,,same place as G1561,1/1/1955,12/31/1991,,0,0,,0
G0060,GRDC,4208168,NA,NA,Outlet Of Clut Lake,Camsell,Mackenzie,CA,Canada,North_America,11,31100,30420,65.5978,-117.7597,63.75,-116.95,1,1,,[ZZ] lake outlet,12/1/1933,12/31/2015,,29,0,2/1/2018,2017
G0061,GRDC,6233710,NA,NA,Sikfors Krv,Piteaelven,Lule,SE,Sweden,Europe,31,10816,12829,65.53,21.21,65.55,21.15,1,1,,,1/1/1928,12/31/2012,,0,0,,2017
G0062,GRDC,2901201,NA,NA,Snezhnoye,Anadyr,Anadyr,RU,Russian Federation,Asia,512,106000,109281,65.45,172.97,65.15,172.25,1,1,,,1/1/1958,5/15/1994,,0,0,,0
G0063,GRDC,6970701,NA,NA,Ust Tsilma,Pechora,Pechora,RU,Russian Federation,Europe,31,248000,260031,65.4492,52.0979,65.35,52.75,1,1,,,1/1/1932,12/31/1990,,0,0,,0
G0064,GRDC,4209400,NA,NA,Outlet Of Point Lake,Coppermine,Coppermine,CA,Canada,North_America,11,19300,7251,65.4144,-114.0081,65.75,-114.35,1,1,,[ZZ] lake outlet,7/12/1965,12/31/2015,,17,0,2/1/2018,2017
G0065,GRDC,6854600,NA,NA,Raasakka  Near The Mouth,Iijoki,Iijoki,FI,Finland,Europe,31,14191,16979,65.32,25.43,65.35,25.45,1,1,,,1/1/1914,12/31/2013,,0,0,,2017
G0066,GRDC,4208150,NA,NA,Norman Wells,Mackenzie,Mackenzie,CA,Canada,North_America,11,1570000,1629470,65.2739,-126.8442,64.85,-125.65,1,1,,,5/20/1943,12/31/2015,,0,0,2/1/2018,2017
G0067,GRDC,4208120,NA,NA,Below Cambrian Crek,Mountain,Mackenzie,CA,Canada,North_America,11,11100,10940,65.2289,-128.5575,65.05,-128.85,1,1,,,1/1/1978,12/31/1994,,0,0,,0
G0068,GRDC,4209806,WSC,10RA001,Below Beechy Lake,Back,Back,CA,Canada,North_America,11,19600,68073,65.1872,-106.0858,65.25,-106.15,1,1,,,1/1/1978,12/31/2015,,459,0,,2017
G0069,GRDC,4208160,NA,NA,Outlet Of Great Bear Lake,Great Bear,Mackenzie,CA,Canada,North_America,11,145000,147702,65.1344,-123.5119,64.95,-125.45,1,1,,[ZZ] lake outlet,4/22/1961,12/31/2015,,0,0,2/1/2018,2017
G0070,GRDC,6970500,NA,NA,Malonisogorskaya,Mezen,Mezen,RU,Russian Federation,Europe,31,56400,57713,65.0333,45.6167,64.95,45.75,1,1,,,8/21/1920,12/31/2010,,0,0,,2017
G0071,GRDC,6854500,NA,NA,Meriskoski  Near The Mouth,Oulujoki,Oulujoki,FI,Finland,Europe,31,22841,5420,65.02,25.52,64.95,25.75,1,1,,[ZZ] ldd upsteam wrong   ups area too small,1/1/1950,12/31/2013,,0,0,,2017
G0072,GRDC,4209810,NA,NA,Near The Mouth,Baillie,Back,CA,Canada,North_America,11,14500,14719,65.0106,-104.4906,65.05,-104.55,1,1,,,8/3/1978,12/31/2016,,0,0,2/1/2018,2017
G0073,GRDC,6972801,NA,NA,Putkinskaya Ges,Kem,Kem,RU,Russian Federation,Europe,31,28700,29928,64.95,34.62,64.15,34.25,1,0,,[ZZ] just one pixel from G1563 the same station name,1/1/1972,12/31/1988,,0,0,,0
G0074,GRDC,4103602,NA,NA,Fairbanks Ak,Tanana,Yukon,US,United States,North_America,11,-9999,55528,64.7923,-147.8413,64.75,-147.85,1,1,,,5/1/1973,3/31/2017,,0,0,2/1/2018,2017
G0075,GRDC,4203201,NA,NA,Eagle,Yukon,Yukon,CA,Canada,North_America,11,294000,300774,64.7894,-141.1978,64.55,-140.55,1,1,,,1/1/1983,12/31/2015,,0,0,2/1/2018,2017
G0076,GRDC,4103800,NA,NA,Eagle Ak,Yukon,Yukon,US,United States,North_America,11,293965,301786,64.7892,-141.2001,64.85,-141.15,1,1,,,6/1/1950,3/31/2017,,0,0,2/1/2018,2017
G0077,GRDC,4214051,WSC,06MA006,Below Outlet Of Schultz Lake,Thelon,Thelon,CA,Canada,North_America,11,152000,177805,64.7786,-97.0536,64.75,-96.95,1,1,,[ZZ] lake outlet,1/1/1983,12/31/2015,,31,0,,2017
G0078,GRDC,6233690,NA,NA,Kvistforsens Krv,Skellefteaelven,Na,SE,Sweden,Europe,31,11309,5764,64.74,20.86,64.75,20.85,1,1,,,5/1/1962,12/31/2012,,0,0,,2017
G0079,GRDC,6970400,NA,NA,Kulogory,Pinega,North_European_Russia,RU,Russian Federation,Europe,31,36700,36690,64.71,43.48,64.65,43.75,1,0,,same position as G1566,4/21/1936,12/31/1988,,0,0,,0
G0080,GRDC,6854591,NA,NA,Jylhama  Vaala,Oulujoki,Oulujoki,FI,Finland,Europe,31,19839,22136,64.57,26.78,64.45,26.65,1,1,,,1/1/1950,12/31/2013,,0,0,,2017
G0081,GRDC,4208170,NA,NA,Above Lac Ste  Therese,Johnny Hoe,Mackenzie,CA,Canada,North_America,11,17300,17404,64.5675,-121.7433,64.75,-121.45,1,1,,,8/26/1969,4/30/1992,,103,0,,0
G0082,GRDC,4103600,NA,NA,Nenana Alas,Tanana,Yukon,US,United States,North_America,11,66304,69343,64.5648,-149.0941,64.55,-149.05,1,1,,,5/1/1962,3/31/2017,,0,0,2/1/2018,2017
G0083,GRDC,4214050,NA,NA,Above Beverly Lake,Thelon,Thelon,CA,Canada,North_America,11,65300,65979,64.5303,-101.3622,64.45,-101.55,1,1,,[ZZ] lake?,7/6/1970,12/31/2015,,0,0,2/1/2018,2017
G0084,GRDC,4203820,NA,NA,Near The Mouth,Fortymile,Yukon,CA,Canada,North_America,11,16600,16590,64.3972,-140.6111,64.35,-140.85,1,1,,,1/1/1982,12/31/1996,,0,0,,0
G0085,GRDC,4214100,NA,NA,Above St  Clair Falls,Quoich,Quoich,CA,Canada,North_America,11,30100,30046,64.3142,-93.9097,64.25,-93.85,1,1,,,1/1/1972,12/31/1994,,0,0,,0
G0086,GRDC,4103820,NA,NA,Near Steele Creek Alas,Fortymile,Yukon,US,United States,North_America,11,15229,15678,64.3089,-141.4045,64.25,-141.35,1,1,,,10/1/1975,10/8/2016,,0,0,2/1/2018,2017
G0087,GRDC,4214010,NA,NA,Outlet Of Marjorie Lake,Dubawnt,Thelon,CA,Canada,North_America,11,67300,82372,64.2636,-99.5936,64.25,-99.55,1,1,,[ZZ] lake outlet,7/15/1968,10/1/2015,,72,0,2/1/2018,2017
G0088,GRDC,6970250,NA,NA,Ust Pinega,Severnaya Dvina (Northern Dvina),Northern Dvina _ Severnaya Dvina,RU,Russian Federation,Europe,31,348000,285231,64.15,41.9167,64.25,41.65,1,1,,,4/1/1936,12/31/2010,,0,0,,2017
G0089,GRDC,2998401,NA,NA,Yurty,Indigirka,Indigirka,RU,Russian Federation,Asia,512,51100,52635,64.05,141.88,63.95,141.95,1,1,,,1/1/1995,12/31/2003,,0,0,,2017
G0090,GRDC,4208357,NA,NA,Below Ghost River,Snare,Mackenzie,CA,Canada,North_America,11,13300,13526,63.9742,-115.4333,63.75,-115.75,1,1,,,10/1/1947,12/31/2016,,75,0,2/1/2018,2017
G0091,GRDC,2903700,NA,NA,Hatyrik Homo,Vilyuy,Lena,RU,Russian Federation,Asia,512,452000,370905,63.95,124.83,64.05,126.65,1,1,,,1/1/1967,12/31/1992,,0,0,,0
G0092,GRDC,4208311,NA,NA,Km 63 Above Mouth,Redstone,Mackenzie,CA,Canada,North_America,11,15400,15831,63.925,-125.2983,63.85,-125.55,1,1,,[ZZ] data issue: low values are cut off good until 1991,9/12/1974,10/25/2015,,0,0,2/1/2018,2017
G0093,GRDC,4208180,NA,NA,Near The Mouth,Blackwater,Mackenzie,CA,Canada,North_America,11,10400,10434,63.92,-124.06,62.45,-123.45,1,1,,,3/19/1974,12/31/1985,,0,0,,0
G0094,GRDC,6233502,NA,NA,Stornorrfors Krv,Umeaelven,Na,SE,Sweden,Europe,31,26568,33622,63.85,20.05,64.15,19.75,1,1,,,7/1/1918,12/31/2012,,0,0,,2017
G0095,GRDC,6970100,NA,NA,Porog,Onega,Onega,RU,Russian Federation,Europe,31,55770,63848,63.8333,38.4833,63.75,38.55,1,1,,,4/1/1944,11/18/2004,,0,0,,2017
G0096,GRDC,6233501,NA,NA,Umeae,Umeaelven,Na,SE,Sweden,Europe,31,-9999,35172,63.8333,20.25,63.85,20.15,1,1,,,1/1/1970,12/31/2003,,0,0,,2017
G0097,GRDC,4214090,NA,NA,Above Kazan Falls,Kazan,Thelon,CA,Canada,North_America,11,72300,44259,63.6525,-95.8519,63.75,-95.85,1,1,,[ZZ] lake?,7/16/1965,12/31/2015,,65,0,,2017
G0098,GRDC,4203160,NA,NA,Above Fraser Falls,Stewart,Yukon,CA,Canada,North_America,11,30588,30921,63.4881,-135.135,63.45,-135.15,1,1,,,1/1/1980,12/31/1995,,0,0,,0
G0099,GRDC,4103750,NA,NA,Near Tanacross Alas,Tanana,Yukon,US,United States,North_America,11,22144,22217,63.388,-143.7486,63.35,-143.35,1,1,,,2/17/1953,9/30/1990,,0,0,,0
G0100,GRDC,2903600,NA,NA,Verkhoyanski Perevoz,Aldan,Lena,RU,Russian Federation,Asia,512,696000,726296,63.32,132.02,63.25,132.05,1,1,,,5/1/1945,12/31/2002,,0,0,,2017
G0101,GRDC,4203152,NA,NA,At The Mouth,Stewart,Yukon,CA,Canada,North_America,11,51000,51155,63.2819,-139.2489,63.25,-138.45,1,1,,,10/1/1963,12/31/2015,,0,0,2/1/2018,2017
G0102,GRDC,6233650,NA,NA,Solleftea Krv,Angermanaelven,Angerman,SE,Sweden,Europe,31,30638,33380,63.17,17.27,63.15,17.25,1,1,,,1/1/1914,12/31/2012,,0,0,,2017
G0103,GRDC,4208350,WSC,07TA001,Below Outlet Of Lac La Martre,La Martre,Mackenzie,CA,Canada,North_America,11,13900,13836,63.1081,-116.9739,63.35,-117.85,1,1,,,2/21/1975,12/31/2016,,8,0,2/1/2018,2017
G0104,GRDC,4203250,NA,NA,Above White River,Yukon,Yukon,CA,Canada,North_America,11,149961,150405,63.0839,-139.4944,62.85,-137.65,1,1,,,9/1/1956,12/31/2015,,0,0,2/1/2018,2017
G0105,GRDC,4208410,WSC,07RD001,Outlet Of Artillery Lake,Lockhart,Mackenzie,CA,Canada,North_America,11,26600,3582,62.8947,-108.4675,62.95,-108.35,1,1,,[ZZ] lake outlet,8/1/1944,12/31/2016,,27,0,,2017
G0106,GRDC,4203530,NA,NA,Near The Mouth,Macmillan,Yukon,CA,Canada,North_America,11,13800,13819,62.8933,-135.51,62.85,-135.55,1,1,,,1/1/1984,12/31/1996,,0,0,,0
G0107,GRDC,4203500,NA,NA,Pelly Crossing,Pelly,Yukon,CA,Canada,North_America,11,49000,50090,62.8297,-136.5806,62.85,-136.25,1,1,,,10/1/1951,12/31/2015,,0,0,2/1/2018,2017
G0108,GRDC,6855401,NA,NA,Kaltimo,Vuoksi,Vuoksi,FI,Finland,Europe,32,20816,21566,62.78,30.13,62.85,30.25,1,1,,River Name Updated 201506,12/1/1958,12/31/2013,,313,0,,2017
G0109,GRDC,4102820,NA,NA,Gold Creek Ak,Susitna,Susitna,US,United States,North_America,11,15954,14985,62.7673,-149.6934,62.75,-149.65,1,1,,,8/1/1949,3/19/2017,,0,0,2/1/2018,2017
G0110,GRDC,4208371,NA,NA,Inlet To Prosperous Lake,Yellowknife,Mackenzie,CA,Canada,North_America,11,11300,12688,62.6708,-114.2633,62.75,-114.25,1,1,,[ZZ] between lakes,1/1/1939,12/31/2015,,0,0,2/1/2018,2017
G0111,GRDC,4208386,NA,NA,Above Metahdali Creek,Willowlake,Mackenzie,CA,Canada,North_America,11,20200,20388,62.6506,-122.9,62.65,-121.15,1,1,,,1/1/1975,12/31/2015,,0,0,2/1/2018,2017
G0112,GRDC,4208370,NA,NA,Outlet Of Prosperous Lake,Yellowknife,Mackenzie,CA,Canada,North_America,11,16300,17682,62.5456,-114.1639,62.45,-114.25,1,1,,[ZZ] lake,6/18/1937,12/31/2016,,0,0,2/1/2018,2017
G0113,GRDC,6855402,NA,NA,Kallavesi Konnus Karvio,Vuoksi,Vuoksi,FI,Finland,Europe,32,16270,17456,62.53,27.77,62.55,27.75,1,1,,River Name Updated 201506,1/1/1931,12/31/2012,,0,0,,2017
G0114,GRDC,6233401,NA,NA,Bergeforsens Krv,Indalsaelven,Na,SE,Sweden,Europe,31,25761,30819,62.52,17.39,62.55,17.25,1,1,,,1/1/1965,12/31/2012,,0,0,,2017
G0115,GRDC,4214075,NA,NA,Below O Neil Lake,Ferguson,Ferguson,CA,Canada,North_America,11,12400,8461,62.4717,-95.0528,62.45,-95.05,1,1,,[ZZ] lake outlet,7/20/1979,12/31/1995,,281,0,,0
G0116,GRDC,2901300,NA,NA,Kamenskoye,Penzhina,Na,RU,Russian Federation,Asia,512,71600,62743,62.42,166.03,62.45,165.25,1,1,,,1/1/1957,12/31/1987,,0,0,,0
G0117,GRDC,6233551,NA,NA,Skallboele Krv,Ljungan,Na,SE,Sweden,Europe,31,12088,8748,62.36,16.96,62.35,16.95,1,1,,,1/1/1956,12/31/2012,,0,0,,2017
G0118,GRDC,6855250,NA,NA,Vaajakoski  Haapakoski,Kymijoki,Kymijoki,FI,Finland,Europe,32,17684,16693,62.23,25.88,62.15,25.85,1,1,,River name Updated 201506,1/1/1941,12/31/2013,,0,0,,2017
G0119,GRDC,4203501,NA,NA,Below Vangorda Creek,Pelly,Yukon,CA,Canada,North_America,11,22100,22676,62.2222,-133.3778,62.05,-132.75,1,1,,,1/28/1972,12/31/2015,,0,0,2/1/2018,2017
G0120,GRDC,4102810,NA,NA,Sunshine Ak,Susitna,Susitna,US,United States,North_America,11,28749,28324,62.1778,-150.1772,62.05,-150.15,1,1,,,5/1/1981,9/30/2015,,0,0,2/1/2018,0
G0121,GRDC,4203400,NA,NA,Carmacks,Yukon,Yukon,CA,Canada,North_America,11,81800,81392,62.0958,-136.2717,62.05,-135.75,1,1,,,7/20/1951,12/31/1995,,0,0,,0
G0122,GRDC,4203320,NA,NA,Below Kluane River,Donjek,Yukon,CA,Canada,North_America,11,12400,14837,62.0822,-139.8597,61.85,-139.75,1,1,,,9/6/1979,12/31/1994,,0,0,,0
G0123,GRDC,4103200,NA,NA,Pilot Station Ak,Yukon,Yukon,US,United States,North_America,11,831390,865451,61.9337,-162.8829,61.85,-162.85,1,1,,,10/1/1975,2/28/2017,,0,0,2/1/2018,2017
G0124,GRDC,4102100,NA,NA,Crooked Creek Alas,Kuskokwim,Kuskokwim,US,United States,North_America,11,80549,84194,61.8704,-158.1032,61.85,-158.05,1,1,,,6/15/1951,10/25/2016,,0,0,2/1/2018,2017
